48003COCA-COLA ZERO 4529900000255
22165MAQUI DE LAVAR 0237500016099
75885CARRINHO       6000000002000
65272COMPUTADOR     5510000199999
01033BANANA MAÇA    9954400000145
08399LARANJA        9967500000234
77290PLAYSTATION 3  0023600080000
12302XBOX 360       1131200079999
52769APARELHO DVD   3463400030055
41578TELEVISOR LED  4353400199999
51659VENTILADOR     0034200015066
26584GELADEIRA      0000100299945
48003COCA-COLA ZERO 4529900000255
22165MAQUI DE LAVAR 0237500016099
75885CARRINHO       6000000002000
65272COMPUTADOR     5510000199999
01033BANANA MAÇA    9954400000145
08399LARANJA        9967500000234
77290PLAYSTATION 3  0023600080000
12302XBOX 360       1131200079999
52769APARELHO DVD   3463400030055
41578TELEVISOR LED  4353400199999
51659VENTILADOR     0034200015066
26584GELADEIRA      0000100299945
48003COCA-COLA ZERO 4529900000255
22165MAQUI DE LAVAR 0237500016099
75885CARRINHO       6000000002000
65272COMPUTADOR     5510000199999
01033BANANA MAÇA    9954400000145
08399LARANJA        9967500000234
77290PLAYSTATION 3  0023600080000
12302XBOX 360       1131200079999
